EmployeeID,Name,Gender,Citizenship,Languages,Department,Salary,SSN,Age,Years of Experience
2350,Christina Myers,Female,USA,Spanish,Operations,107548,676-78-6542,56,35
2351,Linda Ramirez,Female,USA,None,Operations,124342,604-91-8838,49,28
2352,Robert Riley,Male,USA,Mandarin,I/T,52948,541-82-0275,48,27
2353,Ryan Mcconnell,Female,USA,None,Product,141316,737-60-3261,62,41
2354,Kathleen White,Male,USA,"Hindi, French",I/T,145984,006-77-1717,33,12
2355,Emily Cross,Female,Mexico,"Arabic, Hindi",Product,113531,835-01-2713,65,44
2356,Vanessa Tanner,Female,USA,"Spanish, Hindi",Legal,114616,850-04-1127,30,9
2357,Alicia Shaw,Female,China,Arabic,I/T,146659,065-16-9319,53,32
2358,William Burns,Female,USA,None,I/T,77713,487-96-6361,33,12
2359,Belinda Gomez,Male,USA,French,Product,126303,852-62-6908,25,4
2360,Catherine Smith,Female,China,"Mandarin, Hindi",Marketing,117250,556-85-0077,51,30
2361,Andrew Johnson,Female,USA,Spanish,Product,83506,064-25-9555,23,2
2362,Jonathan Evans,Female,China,"French, Spanish",Product,122731,036-99-1924,24,3
2363,Douglas Hernandez,Male,USA,"Spanish, Arabic",Sales,72034,605-18-2393,45,24
2364,Lynn Watson,Male,Philippines,None,Product,132860,024-27-7435,24,3
2365,Stacie Cook,Male,USA,None,Operations,90913,443-49-7469,33,12
2366,Nicole Roman,Male,India,None,Product,122065,343-52-6823,44,23
2367,Jeffrey Jackson,Female,USA,French,Legal,123347,479-84-9011,52,31
2368,Lucas Carpenter,Female,India,"Mandarin, Spanish",Product,93330,892-53-3815,39,18
2369,Clifford King,Male,USA,"Arabic, Spanish",Sales,111686,579-23-1627,40,19
2370,Gina Powers,Male,China,None,Administrative,98069,040-09-6555,44,23
2371,Sue Norris,Female,USA,Mandarin,Administrative,133546,859-78-4664,34,13
2372,Daniel Miranda,Male,USA,None,Product,65732,879-81-1909,30,9
2373,Chloe Shaffer,Female,USA,Hindi,Product,98928,038-11-4033,35,14
2374,Sandra Thomas,Male,USA,"French, Hindi",Marketing,73752,846-24-6192,47,26
2375,Eric Gilmore,Female,USA,Hindi,Operations,74080,277-34-1550,42,21
2376,Michael Mckinney,Male,USA,Mandarin,Sales,52232,375-33-1353,38,17
2377,Sheila Holder,Male,India,"Arabic, Hindi",Product,87355,744-45-4702,55,34
2378,Shelley Schultz,Male,USA,"Mandarin, French",Product,142054,053-97-1407,57,36
2379,Paul Rice MD,Female,China,Hindi,Legal,131716,219-62-5005,29,8
2380,Abigail Willis,Male,Canada,Hindi,Operations,135752,717-17-2897,57,36
2381,Jennifer Anderson,Female,USA,Spanish,Operations,101611,425-27-7210,57,36
2382,Jessica Key,Male,USA,None,Administrative,62251,383-16-3276,63,42
2383,Emily Delgado,Male,China,Arabic,Product,70275,473-37-8078,61,40
2384,Kimberly Valencia,Female,India,"Mandarin, Spanish",Administrative,80076,630-86-2478,53,32
2385,Jason Velez,Female,China,None,Product,141842,008-32-1059,65,44
2386,Heidi Richardson,Male,India,None,I/T,91527,822-20-5595,54,33
2387,Lindsey Johnson,Male,USA,None,Marketing,143078,428-98-7903,65,44
2388,Elizabeth Carlson,Female,India,"Mandarin, Spanish",Operations,111653,545-64-4713,44,23
2389,Dennis Ho,Female,Mexico,None,Human Resource,61316,056-78-6999,55,34
2390,Stephanie Parker,Female,India,"Spanish, Hindi",Human Resource,133915,487-69-7946,57,36
2391,Brian Taylor,Male,South Korea,Hindi,Product,74538,865-22-2596,27,6
2392,Anthony Martin,Female,Canada,"French, Mandarin",Marketing,96096,853-33-8811,35,14
2393,Jordan Campbell,Female,China,"Arabic, French",Operations,104410,552-05-8963,59,38
2394,Teresa Baker,Female,India,None,Human Resource,82014,698-49-3761,51,30
2395,Wendy Medina,Male,USA,Hindi,Legal,119352,392-29-6814,57,36
2396,Marissa Bell,Female,USA,"Hindi, French",Product,131357,177-22-5966,33,12
2397,Harold Jackson,Female,India,None,Operations,127100,425-06-7411,58,37
2398,Stanley Ortiz,Male,USA,"Hindi, Spanish",Sales,102037,274-08-8518,40,19
2399,Faith Morrison,Male,China,"Hindi, Spanish",Administrative,107442,030-94-5039,41,20
2400,Patrick Newton,Female,USA,Arabic,Human Resource,106811,685-56-9803,38,17
2401,Amy Perry,Male,USA,Spanish,Operations,55518,693-43-3769,59,38
2402,Cody Taylor,Male,Canada,"Hindi, French",Administrative,142415,829-06-6676,64,43
2403,Kimberly Cooper,Male,USA,Mandarin,I/T,139399,154-26-7010,51,30
2404,Jay Anderson,Female,USA,"Hindi, Spanish",Operations,113894,480-36-5585,49,28
2405,Christopher Gray,Female,China,None,Operations,72985,125-31-4707,25,4
2406,Timothy Williams,Female,USA,"Hindi, Arabic",Administrative,120202,078-31-5280,54,33
2407,Barbara Watson,Male,USA,Spanish,Product,79751,723-80-0601,60,39
2408,Meredith King,Female,USA,French,Product,131139,319-69-2996,35,14
2409,Nicole Mills,Male,USA,"Arabic, French",Product,126177,849-17-3045,23,2
2410,Meredith Villegas,Male,India,Hindi,Product,137606,469-43-2058,53,32
2411,William Johns,Female,USA,None,Sales,51010,825-16-2616,48,27
2412,Erin Schneider,Male,USA,"Hindi, Mandarin",Product,58169,763-56-5920,65,44
2413,Tony Miller,Male,USA,French,Human Resource,86306,619-85-7391,47,26
2414,John Luna,Male,USA,"Mandarin, Spanish",Operations,80234,538-60-8711,27,6
2415,John Rice,Male,USA,"Mandarin, Hindi",Sales,115486,422-65-4178,49,28
2416,Deanna Luna,Male,India,"Hindi, Arabic",Product,58688,427-70-3770,40,19
2417,Brian Richard,Male,Canada,None,Product,113547,842-66-2061,62,41
2418,Carlos Jenkins,Male,USA,"Spanish, Mandarin",Operations,61213,183-41-4176,35,14
2419,Joseph Lyons,Male,Canada,Hindi,Sales,103925,463-31-1705,61,40
2420,Melissa Davis,Female,USA,Arabic,Finance,123075,814-57-7426,64,43
2421,Michael Robbins,Female,USA,None,Sales,54955,005-35-1660,37,16
2422,Tammie Snyder,Male,USA,"Mandarin, Hindi",Marketing,76035,399-60-6820,31,10
2423,Ronald Watson,Male,USA,None,Marketing,108894,667-88-6786,44,23
2424,Elizabeth Munoz,Male,USA,Spanish,Product,75635,751-97-8752,31,10
2425,Jonathan Farmer,Male,India,None,Marketing,81555,168-89-7536,46,25
2426,Douglas Matthews,Female,USA,None,Product,93998,572-56-3781,35,14
2427,Lisa Rogers,Female,India,None,Marketing,90923,593-87-2580,58,37
2428,Andrew Ross,Female,India,"Arabic, Mandarin",Human Resource,111383,095-59-2827,47,26
2429,Jessica Edwards,Female,India,"French, Mandarin",Product,94582,779-43-6955,48,27
2430,Amber Luna,Female,USA,"Hindi, Arabic",Human Resource,65597,719-35-8950,34,13
2431,James Cook,Female,Canada,"Hindi, French",Operations,118183,351-97-4205,39,18
2432,Timothy Davis,Female,India,None,Finance,81987,696-73-8978,61,40
2433,Thomas White,Male,USA,None,Marketing,149850,203-05-9977,62,41
2434,Frank Jackson,Male,USA,Spanish,Product,57568,371-74-6404,64,43
2435,Rhonda Shepard,Male,India,Mandarin,Administrative,66203,524-62-3086,48,27
2436,Alyssa Mitchell,Male,China,Mandarin,Product,132305,043-66-1546,22,1
2437,Tiffany Fox,Male,USA,Arabic,I/T,147608,127-24-9537,44,23
2438,Susan Owens,Male,USA,None,Finance,143707,117-14-2561,64,43
2439,Timothy Roy,Male,USA,None,I/T,90908,844-41-4078,49,28
2440,Diane Ashley,Female,South Korea,"French, Arabic",Operations,96689,244-50-0293,23,2
2441,Craig Allen,Female,USA,"Mandarin, Hindi",Marketing,138446,189-41-8185,61,40
2442,Mary Lee,Female,USA,None,Administrative,92603,252-01-0345,46,25
2443,Angelica Brown,Male,USA,None,Administrative,125946,899-16-0904,23,2
2444,Katherine Myers,Male,USA,Spanish,Legal,66700,682-54-2439,36,15
2445,Kendra Moore,Male,USA,None,Sales,54677,580-66-6045,50,29
2446,Julie Fowler,Male,USA,Mandarin,Operations,108034,184-49-1474,55,34
2447,David Morris,Female,USA,None,Product,119973,891-66-9288,62,41
2448,Thomas Ramirez,Female,India,Arabic,Human Resource,76182,202-60-2961,30,9
2449,Mary Thompson,Female,China,Hindi,Finance,128708,631-35-7188,60,39
2450,Robin Powell,Male,USA,None,Operations,114360,665-85-7639,32,11
2451,Jennifer Bennett,Male,USA,None,Operations,66708,491-42-0264,63,42
2452,Mary Brown,Female,USA,None,Product,115390,473-44-5941,32,11
2453,Mary Porter,Female,USA,"Spanish, Arabic",Product,111438,621-60-1060,42,21
2454,Herbert Hamilton,Female,China,"Arabic, Spanish",Operations,135523,095-21-0003,31,10
2455,Rodney Cruz,Female,USA,French,Operations,93317,234-65-6798,37,16
2456,Jeremy Davis,Female,USA,Spanish,Product,68448,092-42-6170,64,43
2457,Angela Pace,Female,India,"Mandarin, Arabic",Operations,109998,118-99-8356,55,34
2458,Brianna Richardson,Male,USA,None,Human Resource,99814,697-41-6616,38,17
2459,Cassidy Morris,Male,USA,Mandarin,Administrative,54002,365-43-4331,30,9
2460,Stephen Bradley,Female,India,French,Product,104876,899-87-9082,49,28
2461,David Young,Male,USA,Hindi,Administrative,128786,650-51-0406,46,25
2462,Susan Moore,Male,USA,"Arabic, Mandarin",I/T,125354,852-04-1405,23,2
2463,Christopher Ramirez,Female,USA,Spanish,Legal,98063,692-15-4761,29,8
2464,Michael Garcia,Female,USA,French,Human Resource,144239,359-59-4870,44,23
2465,Karen Taylor,Male,USA,"French, Mandarin",Operations,63999,833-66-3404,31,10
2466,Lauren Mcclain,Female,USA,"Spanish, French",Legal,54416,305-98-8071,39,18
2467,April Buck,Female,India,"French, Hindi",Product,60460,700-70-4616,55,34
2468,Damon Stanley,Male,USA,Spanish,Operations,67958,406-26-8808,42,21
2469,Christopher Fitzgerald,Female,USA,None,Administrative,78491,057-03-8790,53,32
2470,Deborah Griffin,Female,India,"Arabic, Spanish",Product,78217,822-13-2158,35,14
2471,Michael Brown DDS,Female,USA,French,Finance,72030,031-86-6957,47,26
2472,Stacy Lynch,Female,USA,None,Operations,124359,739-77-2720,36,15
2473,Karen Brown,Male,USA,"French, Mandarin",Sales,110702,036-08-5153,41,20
2474,Victoria Miller,Female,USA,Spanish,Marketing,77629,475-87-3225,62,41
2475,John Rose,Male,China,Hindi,Legal,67616,311-25-3546,28,7
2476,Melissa Hall,Female,USA,"French, Hindi",Operations,122729,555-01-9520,60,39
2477,Joan Jones,Male,USA,Hindi,Operations,96844,567-92-2932,38,17
2478,Patrick Miller,Female,China,"French, Spanish",Operations,148420,212-49-2763,45,24
2479,Charles Ellis,Male,USA,French,Operations,104692,834-68-8882,42,21
2480,Robert Evans,Male,China,None,I/T,57755,263-42-3058,56,35
2481,Joseph Wright,Female,USA,None,Operations,63150,806-50-0909,47,26
2482,Nancy Calderon,Male,USA,French,Operations,140929,855-73-2768,46,25
2483,Mrs. Pam Curtis,Male,USA,None,Marketing,82018,223-32-5979,52,31
2484,Amy Simmons,Male,USA,"French, Arabic",Sales,80295,295-69-8386,61,40
2485,Robert Gardner,Female,USA,None,Finance,69415,191-56-4549,54,33
2486,Kelly Richards,Female,USA,None,Marketing,76307,569-17-7238,29,8
2487,Elijah Hall,Female,USA,"French, Hindi",I/T,135146,141-28-2213,43,22
2488,Elizabeth Greene,Female,India,"Hindi, Spanish",Sales,91375,419-67-0976,60,39
2489,Tammie Le,Male,China,"French, Mandarin",Sales,100587,184-24-7994,56,35
2490,Sharon Martinez,Female,USA,French,Human Resource,149623,771-92-9566,49,28
2491,Victor Moore,Female,USA,"Spanish, Arabic",Operations,69337,668-72-3823,28,7
2492,Matthew Gonzales,Male,USA,None,Operations,94871,847-83-2995,59,38
2493,Amy Martinez,Female,USA,Hindi,Marketing,116780,287-51-1655,22,1
2494,Tara Preston,Female,USA,"Arabic, Hindi",Administrative,138986,409-35-4485,62,41
2495,Christopher Harper,Female,USA,Arabic,Marketing,130194,323-01-8832,38,17
2496,Christopher Parker,Female,USA,None,Finance,118292,446-57-8851,51,30
2497,Nicholas Phillips,Male,USA,None,Operations,144646,401-05-4623,64,43
2498,Paul Lynn,Male,South Korea,"Hindi, French",Legal,71381,866-59-7733,52,31
2499,Mark West,Male,USA,Mandarin,Operations,95428,461-45-9750,37,16
2500,Daniel Hogan,Female,USA,None,Product,50169,612-44-2160,30,9
2501,Marisa Maldonado,Female,USA,Arabic,Product,61976,623-14-0173,46,25
2502,Lindsay Wallace,Female,USA,"Hindi, Arabic",Legal,114520,450-85-9308,56,35
2503,Jennifer Holmes,Female,India,None,Operations,76937,137-96-5779,40,19
2504,Nicole Torres,Male,China,"French, Mandarin",Operations,124092,406-25-2186,49,28
2505,Krista Mcdaniel,Male,China,None,Product,69418,447-67-9203,36,15
2506,Michele Wells,Female,USA,"French, Arabic",Marketing,71660,751-75-1412,56,35
2507,Ashley Barrera,Male,Canada,Hindi,Product,118328,751-12-7993,33,12
2508,Gregory Little,Male,USA,"Hindi, Mandarin",I/T,101216,744-37-9456,55,34
2509,Amber Johnson,Male,USA,"Mandarin, French",Finance,138675,376-89-7135,61,40
2510,Grace Ross,Male,USA,"Hindi, Spanish",Administrative,66396,154-58-9559,50,29
2511,Alexis Valentine,Female,USA,Spanish,Administrative,133663,480-07-8979,59,38
2512,Brittany Dalton,Female,China,"Spanish, Mandarin",Product,144241,550-32-1428,62,41
2513,Theresa Kennedy,Female,USA,None,Product,141667,066-11-4729,41,20
2514,Dean Williams Jr.,Female,China,Hindi,Administrative,78530,224-05-5652,26,5
2515,Joshua Bender,Female,USA,"Arabic, Hindi",Finance,140214,756-24-3131,30,9
2516,Vincent Johnson,Male,India,Spanish,Operations,72121,659-34-9363,63,42
2517,Christopher Tran,Female,India,"Mandarin, Arabic",Operations,74361,676-14-4172,39,18
2518,Russell Williams,Female,USA,None,Product,139297,112-74-9612,27,6
2519,Stephanie Smith,Female,USA,Arabic,I/T,74301,453-10-9839,45,24
2520,John Wilson,Female,USA,None,Sales,126431,720-64-3786,38,17
2521,Megan Espinoza,Female,USA,"Arabic, French",Human Resource,98876,819-72-6905,54,33
2522,Joann Ramirez,Male,China,French,Marketing,62391,673-68-0667,36,15
2523,Kevin Estrada,Female,USA,Spanish,Administrative,104768,104-46-6822,39,18
2524,Todd Heath,Male,USA,"Spanish, Arabic",Product,90447,259-16-4605,35,14
2525,Brian Acevedo,Male,USA,Spanish,Legal,65430,719-88-4247,49,28
2526,Tracy Foster,Male,USA,None,Administrative,53188,541-76-6993,36,15
2527,Sandra Reed,Female,USA,French,Marketing,112997,447-80-6283,31,10
2528,Sarah Cole,Female,Canada,"Hindi, Mandarin",Product,127437,853-27-7279,26,5
2529,Eric Richardson,Female,USA,"Hindi, Spanish",Operations,123182,288-37-2119,26,5
2530,Mrs. Veronica Moore,Female,USA,French,Human Resource,94172,875-45-5131,37,16
2531,Eileen Beck,Female,USA,Spanish,Human Resource,98866,604-61-8419,38,17
2532,John Johnson,Female,USA,"Arabic, Hindi",Product,128990,623-83-5622,55,34
2533,Tracey Mitchell,Female,China,None,Administrative,122658,581-73-7538,51,30
2534,John Brooks,Female,USA,"French, Spanish",Operations,149420,091-17-4440,28,7
2535,Ashley Roberts,Male,USA,None,I/T,93657,328-08-9140,40,19
2536,Christina Goodwin,Male,USA,Arabic,Operations,126972,840-38-5813,56,35
2537,Miranda Moreno,Female,China,French,Operations,124060,596-96-4384,52,31
2538,Gabriel Moreno,Female,USA,"French, Mandarin",Product,89650,796-21-7566,35,14
2539,Daniel Page,Male,USA,French,Administrative,112159,851-59-8733,46,25
2540,James Duncan,Female,USA,"Arabic, French",Product,122453,826-94-5205,22,1
2541,Rachel Rodriguez,Female,India,None,Administrative,128606,163-39-4213,42,21
2542,Clarence Eaton,Female,USA,Spanish,Administrative,129357,802-43-0743,47,26
2543,Steven Howard II,Male,USA,Arabic,Human Resource,101328,408-83-7079,65,44
2544,Lori Cummings,Male,USA,"Spanish, Mandarin",Human Resource,136649,033-51-2459,37,16
2545,Brandon Harper,Female,USA,Mandarin,I/T,87542,098-13-8826,22,1
2546,Sandra Henderson,Male,India,"Mandarin, Spanish",Operations,92536,109-66-1785,62,41
2547,Gloria Welch,Female,USA,"Hindi, Arabic",Administrative,73350,196-80-2552,48,27
2548,Samantha Stark,Male,USA,None,Legal,106913,026-18-0905,64,43
2549,Stephanie Snyder,Male,USA,None,I/T,92117,398-87-8571,39,18
2550,Patricia Le,Female,USA,None,Legal,73549,628-42-6915,38,17
2551,Austin Ellis,Male,China,"Spanish, French",Sales,116659,523-73-6122,64,43
2552,Michael Perez,Male,USA,Arabic,Human Resource,90341,825-85-7062,32,11
2553,Brenda Sutton,Male,Taiwan,"Arabic, French",Sales,145736,382-11-3243,65,44
2554,Brian Miller,Male,USA,"Hindi, Mandarin",Legal,140741,765-22-7810,34,13
2555,Candace Morse,Female,USA,"Hindi, Spanish",Marketing,84657,508-96-6859,46,25
2556,Amber Brooks,Female,USA,"Hindi, Arabic",Human Resource,73472,892-39-9566,47,26
2557,Nathan Santana,Female,USA,Arabic,Product,114821,885-82-6454,23,2
2558,William Gibson,Male,USA,None,Finance,111171,570-35-4095,51,30
2559,Teresa Jennings,Female,India,Mandarin,Finance,94842,495-67-8422,34,13
2560,Margaret Robinson,Female,USA,"Hindi, Mandarin",Administrative,97067,019-75-4231,55,34
2561,William Dudley,Female,USA,None,Human Resource,103759,242-12-8312,31,10
2562,Andrea Craig,Female,India,Mandarin,Finance,84410,700-70-9657,38,17
2563,Brian Salazar,Male,USA,Spanish,Legal,115738,370-54-5820,27,6
2564,Kristin Gordon,Male,USA,Mandarin,Finance,110107,634-28-3404,30,9
2565,Matthew Grant,Female,USA,Mandarin,Human Resource,130404,222-71-4727,42,21
2566,James Jenkins,Female,USA,Spanish,Human Resource,113640,808-59-6742,27,6
2567,Stephen Hines,Female,USA,French,Operations,109503,418-95-5379,40,19
2568,Gina White,Female,China,"Hindi, Spanish",Administrative,75459,439-50-6842,52,31
2569,Laura Russell,Male,India,None,Sales,62958,764-72-0820,35,14
2570,Justin Flores,Female,USA,None,Marketing,142239,175-59-4648,38,17
2571,Allen Campbell,Female,Mexico,None,Operations,82917,599-46-2079,42,21
2572,Crystal Lara,Female,India,None,Product,128231,038-11-6393,58,37
2573,Tanya Davis,Male,China,None,Human Resource,61717,525-32-7934,33,12
2574,Loretta Lopez,Male,India,Arabic,Operations,143532,026-68-2206,59,38
2575,Lauren Kelly,Female,India,None,Sales,94583,258-58-5463,55,34
2576,Todd Nelson,Male,USA,None,Product,101382,881-82-2170,57,36
2577,Cody Reeves MD,Female,USA,Arabic,Sales,103321,517-90-2948,35,14
2578,Sharon Smith,Female,Mexico,French,Operations,125146,124-44-5280,43,22
2579,Dennis Johnson,Female,China,French,Legal,105123,327-98-0078,48,27
2580,Megan Graham,Female,USA,"Hindi, French",Marketing,89603,608-98-8664,25,4
2581,Dr. Justin Miller,Male,USA,None,Operations,146621,594-27-2715,29,8
2582,Jackson Freeman,Female,China,"French, Arabic",Operations,69945,388-68-3076,24,3
2583,Joseph Gentry,Female,China,None,Operations,56025,321-52-9657,49,28
2584,Chelsea Moore,Female,USA,Hindi,Legal,94975,616-01-9188,55,34
2585,William Moore,Male,South Korea,Mandarin,Operations,143034,084-47-1507,48,27
2586,Jennifer Conway DVM,Female,India,None,Human Resource,79844,630-47-2855,54,33
2587,Jennifer Williams MD,Male,Canada,Spanish,Sales,96614,216-63-1698,40,19
2588,Sarah Guerra,Female,USA,French,Product,136000,766-03-8170,26,5
2589,Jennifer Reed,Female,India,"Arabic, Spanish",Administrative,55657,800-91-1218,36,15
2590,Anthony Perkins,Female,South Korea,"Mandarin, French",Product,71999,471-45-9236,51,30
2591,Rebekah Flores,Male,South Korea,"Arabic, Spanish",Administrative,136274,220-48-0346,43,22
2592,Timothy Brown,Male,India,None,Marketing,131727,537-57-9548,64,43
2593,Sue Santiago,Female,South Korea,French,Product,67938,388-58-5039,65,44
2594,Jose Edwards,Female,China,"Arabic, Spanish",Operations,127403,506-28-3969,48,27
2595,Jimmy Ponce,Female,USA,"Arabic, Mandarin",Sales,97487,485-06-4621,28,7
2596,Justin Warren,Male,Canada,French,Administrative,98014,410-02-8103,30,9
2597,James Burch,Male,India,None,Sales,134820,040-24-9952,53,32
2598,Michael Fitzpatrick,Male,USA,"Spanish, Mandarin",Product,118162,302-86-4769,23,2
2599,Matthew Hall,Female,China,None,Human Resource,149373,005-64-3956,59,38
2600,Mrs. Laura Brooks,Male,India,"Mandarin, Spanish",Operations,77642,292-02-2003,32,11
2601,Kayla Powell,Male,China,None,Human Resource,68956,702-14-8434,43,22
2602,Peter Greer,Male,USA,"Mandarin, Arabic",Marketing,116610,073-81-6824,42,21
2603,Elizabeth Wheeler,Male,Canada,"Hindi, Mandarin",Product,145670,737-34-4269,28,7
2604,Rachel Gomez,Female,USA,Spanish,Human Resource,121392,594-56-1956,38,17
2605,Monique Smith,Male,China,Mandarin,Product,62614,019-97-5471,44,23
2606,Sarah Owens,Female,USA,Arabic,Marketing,92176,058-69-6223,22,1
2607,Michael Nguyen,Male,Canada,None,Administrative,132071,024-37-4039,31,10
2608,Ann Jenkins,Male,Mexico,"French, Mandarin",Sales,93938,758-87-9035,61,40
2609,Daniel Jones,Male,Taiwan,Mandarin,I/T,140540,273-02-9387,51,30
2610,Joseph Davis,Female,South Korea,None,I/T,106477,417-41-1564,53,32
2611,Amanda Cooper,Female,Canada,Spanish,Marketing,118133,327-54-2552,52,31
2612,Michelle Rodriguez,Male,USA,None,Marketing,78705,588-32-1607,63,42
2613,James Lee,Female,USA,Arabic,Operations,119199,447-41-8496,31,10
2614,Regina Mcdowell,Male,Canada,None,Operations,129278,547-58-8108,41,20
